Model / Part,Cores,Threads,Freq.,Turbo freq.,L2 cache,TDP (Watt),Socket,Category,FSB (MHz),L3 cache,L1 cache,launchDate,numCores,numThreads,baseClock,maxboostClock,allCoreBoostSpeed,L1Cache,L2Cache,L3Cache,processTech,PCIeVersion,PCIeLanes,defaultTDP,configTDP,tjMax,sysMemType,sysMemSpecs,memChannels,perSocketMemBW,graphicsCores,graphicsFreq,unlocked,platform,cpuSocket,socketCount,family,line,graphicsModel,thermalSolution
Opteron 2380,4,4,2.5 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2381 HE,4,4,2.5 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2382,4,4,2.6 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2384,4,4,2.7 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2386 SE,4,4,2.8 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2387,4,4,2.8 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2389,4,4,2.9 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 2393 SE,4,4,3.1 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8346 HE,4,4,1.8 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8346 HE,4,4,1.8 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8346 HE,4,4,1.8 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8346 HE,4,4,1.8 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8347,4,4,1.9 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8347,4,4,1.9 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8347 HE,4,4,1.9 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8347 HE,4,4,1.9 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8347 HE,4,4,1.9 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8350,4,4,2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8350,4,4,2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8350,4,4,2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8350,4,4,2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8350 HE,4,4,2 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8354,4,4,2.2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8354,4,4,2.2 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8356,4,4,2.3 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8356,4,4,2.3 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8358 SE,4,4,2.4 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8358 SE,4,4,2.4 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8360 SE,4,4,2.5 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8360 SE,4,4,2.5 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,2MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8374 HE,4,4,2.2 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8376 HE,4,4,2.3 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8378,4,4,2.4 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8379 HE,4,4,2.4 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8380,4,4,2.5 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8381 HE,4,4,2.5 GHz,,2MB,79.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8382,4,4,2.6 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8384,4,4,2.7 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8386 SE,4,4,2.8 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8387,4,4,2.8 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8389,4,4,2.9 GHz,,2MB,115.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Opteron 8393 SE,4,4,3.1 GHz,,2MB,137.0,Socket F,Third Generation Opteron,,6MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MK-36,1,1,2 GHz,,512KB,31.0,Socket S1 (S1g1),Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MK-38,1,1,2.2 GHz,,512KB,31.0,Socket S1 (S1g1),Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-28,1,1,1.6 GHz,,512KB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-30,1,1,1.6 GHz,,1MB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-32,1,1,1.8 GHz,,512KB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-34,1,1,1.8 GHz,,1MB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-37,1,1,2 GHz,,1MB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-40,1,1,2.2 GHz,,1MB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-42,1,1,2.4 GHz,,512KB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 ML-44,1,1,2.4 GHz,,1MB,35.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-28,1,1,1.6 GHz,,512KB,25.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-30,1,1,1.6 GHz,,1MB,25.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-32,1,1,1.8 GHz,,512KB,24.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-34,1,1,1.8 GHz,,1MB,24.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-37,1,1,2 GHz,,1MB,25.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 MT-40,1,1,2.2 GHz,,1MB,25.0,Socket 754,Turion 64 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 L510,2,2,1.6 GHz,,1MB,20.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-70,2,2,2 GHz,,1MB,31.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-70,2,2,2 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-72,2,2,2.1 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-74,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-75,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-76,2,2,2.3 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 RM-77,2,2,2.3 GHz,,1MB,35.0,Socket S1 (S1g2),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-50,2,2,1.6 GHz,,512KB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-52,2,2,1.6 GHz,,1MB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-56,2,2,1.8 GHz,,1MB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-56,2,2,1.8 GHz,,1MB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-56,2,2,1.8 GHz,,1MB,33.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-58,2,2,1.9 GHz,,1MB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-58,2,2,1.9 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-58,2,2,1.9 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-60,2,2,2 GHz,,1MB,31.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-60,2,2,2 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-60,2,2,2 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-62,2,2,2.1 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-62,2,2,2.1 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-64,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-64,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-64,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-66,2,2,2.3 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-66,2,2,2.3 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion 64 X2 TL-68,2,2,2.4 GHz,,1MB,35.0,Socket S1 (S1g1),Turion 64 X2 Mobile technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II M500,2,2,2.2 GHz,,1MB,35.0,Socket S1 (S1g3),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II M520,2,2,2.3 GHz,,1MB,35.0,Socket S1 (S1g3),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II M540,2,2,2.4 GHz,,1MB,35.0,Socket S1 (S1g3),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II M560,2,2,2.5 GHz,,1MB,35.0,Socket S1 (S1g3),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II N530,2,2,2.5 GHz,,2MB,35.0,Socket S1 (S1g4),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II N550,2,2,2.6 GHz,,2MB,35.0,Socket S1 (S1g4),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Turion II N570,2,2,2.7 GHz,,2MB,35.0,Socket S1 (S1g4),Turion II Dual-Core Mobile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
