Model / Part,Cores,Threads,Freq.,Turbo freq.,FSB (MHz),L2 cache,TDP (Watt),Socket,Category,L3 cache,L1 cache,releaseDate,cores,threads,maxTurboClock,baseClock,cache,cacheInfo,TDP,lith,status,integratedG
Celeron 440,1,1,2 GHz,,800.0,512KB,35.0,Socket 775,Celeron,,,2006.0,1.0,,,2.0,0.5,L2 Cache,,,Discontinued,
Celeron 445,1,1,1.867 GHz,,1066.0,512KB,65.0,Socket 771,Celeron,,,,,,,,,,,,,
Celeron RK80531RC041128,1,1,2 GHz,,400.0,128KB,,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC041128,1,1,2 GHz,,400.0,128KB,52.8,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC045128,1,1,2.1 GHz,,400.0,128KB,55.5,Socket 478,Celeron,,,,,,,,,,,,,
Celeron 450,1,1,2.2 GHz,,800.0,512KB,35.0,Socket 775,Celeron,,,2008.0,1.0,,,2.2,0.5,L2 Cache,,,Discontinued,
Celeron RK80532RC049128,1,1,2.2 GHz,,400.0,128KB,57.1,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC052128,1,1,2.3 GHz,,400.0,128KB,58.3,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC056128,1,1,2.4 GHz,,400.0,128KB,59.8,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC060128,1,1,2.5 GHz,,400.0,128KB,61.0,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC064128,1,1,2.6 GHz,,400.0,128KB,62.6,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC068128,1,1,2.7 GHz,,400.0,128KB,66.8,Socket 478,Celeron,,,,,,,,,,,,,
Celeron RK80532RC072128,1,1,2.8 GHz,,400.0,128KB,68.4,Socket 478,Celeron,,,,,,,,,,,,,
Celeron J1750,2,2,2.41 GHz,,,1MB,10.0,BGA1170,Celeron,,,2013.0,2.0,,,2.41,1.0,L2 Cache,,,Discontinued,Intel HD Graphics for Intel Atom Z3700 Processor Series
Celeron J1800,2,2,2.41 GHz,2.58 GHz,,1MB,10.0,BGA1170,Celeron,,,2013.0,2.0,,,2.41,1.0,L2 Cache,,,Launched,Intel HD Graphics for Intel Atom Z3700 Processor Series
Celeron J1850,4,4,2 GHz,,,2MB,10.0,BGA1170,Celeron,,,2013.0,4.0,,,2.0,2.0,L2 Cache,,,Discontinued,Intel HD Graphics for Intel Atom Z3700 Processor Series
Celeron J1900,4,4,2 GHz,2.42 GHz,,2MB,10.0,BGA1170,Celeron,,,2013.0,4.0,,,2.0,2.0,L2 Cache,,,Launched,Intel HD Graphics for Intel Atom Z3700 Processor Series
Celeron J3060,2,2,1.6 GHz,2.48 GHz,,2MB,6.0,BGA1170,Celeron,,,2016.0,2.0,,,1.6,2.0,L2 Cache,,,Launched,Yes (Name Unknown)
Celeron J3160,4,4,1.6 GHz,2.24 GHz,,2MB,6.0,BGA1170,Celeron,,,2016.0,4.0,,,1.6,2.0,L2 Cache,,,Launched,Yes (Name Unknown)
Celeron J3355,2,2,2 GHz,2.5 GHz,,2MB,10.0,BGA1296,Celeron,,,2016.0,2.0,,,2.0,2.0,,,,Launched,Intel HD 500 Graphics
Celeron J3355E,2,2,2 GHz,2.5 GHz,,2MB,10.0,BGA,Celeron,,,2019.0,2.0,,2.5,2.0,2.0,,,,Discontinued,Intel HD 500 Graphics
Celeron J3455,4,4,1.5 GHz,2.3 GHz,,2MB,10.0,BGA1296,Celeron,,,2016.0,4.0,,,1.5,2.0,,,,Launched,Intel HD 500 Graphics
Celeron J3455E,4,4,1.5 GHz,2.3 GHz,,2MB,10.0,BGA,Celeron,,,2019.0,4.0,,2.3,1.5,2.0,,,,Discontinued,Intel HD 500 Graphics
Celeron J4005,2,2,2 GHz,2.7 GHz,,4MB,10.0,BGA1090,Celeron,,,2017.0,2.0,,,2.0,4.0,,,,Launched,Intel UHD 600 Graphics
Celeron J4025,2,2,2 GHz,2.9 GHz,,4MB,10.0,BGA1090,Celeron,,,2019.0,2.0,,,2.0,4.0,,,,Launched,Intel UHD 600 Graphics
Celeron J4105,4,4,1.5 GHz,2.5 GHz,,4MB,10.0,BGA1090,Celeron,,,2017.0,4.0,,,1.5,4.0,,,,Launched,Intel UHD 600 Graphics
Celeron J4125,4,4,2 GHz,2.7 GHz,,4MB,10.0,BGA1090,Celeron,,,2019.0,4.0,,,2.0,4.0,,,,Launched,Intel UHD 600 Graphics
Celeron D 310,1,1,2.133 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2005.0,1.0,,,2.13,0.25,L2 Cache,,,Discontinued,
Celeron D 315,1,1,2.267 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.26,0.25,L2 Cache,,,Discontinued,
Celeron D 320,1,1,2.4 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.4,0.25,L2 Cache,,,Discontinued,
Celeron D 320J,1,1,2.4 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,,,,,,,,,,
Celeron D 325,1,1,2.533 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.53,0.25,L2 Cache,,,Discontinued,
Celeron D 325J,1,1,2.533 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.53,0.25,L2 Cache,,,Discontinued,
Celeron D 326,1,1,2.533 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.53,0.25,L2 Cache,,,Discontinued,
Celeron D 330,1,1,2.667 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.66,0.25,L2 Cache,,,Discontinued,
Celeron D 330J,1,1,2.667 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.66,0.25,L2 Cache,,,Discontinued,
Celeron D 331,1,1,2.667 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,1.0,,,2.66,0.25,L2 Cache,,,Discontinued,
Celeron D 335,1,1,2.8 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.8,0.25,L2 Cache,,,Discontinued,
Celeron D 335J,1,1,2.8 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.8,0.25,L2 Cache,,,Discontinued,
Celeron D 336,1,1,2.8 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,1.0,,,2.8,0.25,L2 Cache,,,Discontinued,
Celeron D 340,1,1,2.933 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,2.93,0.25,L2 Cache,,,Discontinued,
Celeron D 340J,1,1,2.933 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.93,0.25,L2 Cache,,,Discontinued,
Celeron D 341,1,1,2.933 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,2.93,0.25,L2 Cache,,,Discontinued,
Celeron D 345,1,1,3.067 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2004.0,1.0,,,3.06,0.25,L2 Cache,,,Discontinued,
Celeron D 345J,1,1,3.067 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2004.0,1.0,,,3.06,0.25,L2 Cache,,,Discontinued,
Celeron D 346,1,1,3.067 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,1.0,,,3.06,0.25,L2 Cache,,,Discontinued,
Celeron D 347,1,1,3.067 GHz,,533.0,512KB,65.0,Socket 775,Celeron D,,,2006.0,1.0,,,3.06,0.5,L2 Cache,,,Discontinued,
Celeron D 350,1,1,3.2 GHz,,533.0,256KB,73.0,Socket 478,Celeron D,,,2005.0,1.0,,,3.2,0.25,L2 Cache,,,Discontinued,
Celeron D 350J,1,1,3.2 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,,,,,,,,,,
Celeron D 351,1,1,3.2 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2005.0,1.0,,,3.2,0.25,L2 Cache,,,Discontinued,
Celeron D 352,1,1,3.2 GHz,,533.0,512KB,65.0,Socket 775,Celeron D,,,2006.0,1.0,,,3.2,0.5,L2 Cache,,,Discontinued,
Celeron D 355,1,1,3.333 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,2005.0,1.0,,,3.33,0.25,L2 Cache,,,Discontinued,
Celeron D 356,1,1,3.333 GHz,,533.0,512KB,65.0,Socket 775,Celeron D,,,2006.0,1.0,,,3.33,0.5,L2 Cache,,,Discontinued,
Celeron D JM80547RE093256,1,1,3.333 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,,,,,,,,,,
Celeron D 360,1,1,3.467 GHz,,533.0,512KB,65.0,Socket 775,Celeron D,,,2006.0,1.0,,,3.46,0.5,L2 Cache,,,Discontinued,
Celeron D JM80547RE099256,1,1,3.467 GHz,,533.0,256KB,84.0,Socket 775,Celeron D,,,,,,,,,,,,,
Celeron D 365,1,1,3.6 GHz,,533.0,512KB,65.0,Socket 775,Celeron D,,,2007.0,1.0,,,3.6,0.5,L2 Cache,,,Discontinued,
Celeron E1200,2,2,1.6 GHz,,800.0,512KB,65.0,Socket 775,Celeron Dual-Core,,,2008.0,2.0,,,1.6,0.5,L2 Cache,,,Discontinued,
Celeron E1400,2,2,2 GHz,,800.0,512KB,,Socket 775,Celeron Dual-Core,,,2008.0,2.0,,,2.0,0.5,L2 Cache,,,Discontinued,
Celeron E1400,2,2,2 GHz,,800.0,512KB,65.0,Socket 775,Celeron Dual-Core,,,2008.0,2.0,,,2.0,0.5,L2 Cache,,,Discontinued,
Celeron E1500,2,2,2.2 GHz,,800.0,512KB,65.0,Socket 775,Celeron Dual-Core,,,2006.0,2.0,,,2.2,0.5,L2 Cache,,,Discontinued,
Celeron E1600,2,2,2.4 GHz,,800.0,512KB,65.0,Socket 775,Celeron Dual-Core,,,2009.0,2.0,,,2.4,0.5,L2 Cache,,,Discontinued,
Celeron E3200,2,2,2.4 GHz,,800.0,1MB,65.0,Socket 775,Celeron Dual-Core,,,2009.0,2.0,,,2.4,1.0,L2 Cache,,,Discontinued,
Celeron E3300,2,2,2.5 GHz,,800.0,1MB,65.0,Socket 775,Celeron Dual-Core,,,2009.0,2.0,,,2.5,1.0,L2 Cache,,,Discontinued,
Celeron E3400,2,2,2.6 GHz,,800.0,1MB,65.0,Socket 775,Celeron Dual-Core,,,2010.0,2.0,,,2.6,1.0,Intel Smart Cache,,,Discontinued,
Celeron E3500,2,2,2.7 GHz,,800.0,1MB,65.0,Socket 775,Celeron Dual-Core,,,2010.0,2.0,,,2.7,1.0,Intel Smart Cache,,,Discontinued,
Celeron G1101,2,2,2.267 GHz,,,512KB,73.0,Socket 1156,Celeron Dual-Core,,,,,,,,,,,,,
Celeron G1610,2,2,2.6 GHz,,,512KB,55.0,Socket 1155,Celeron Dual-Core,,,2013.0,2.0,,,2.6,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 3rd Generation Intel Processors
Celeron G1610T,2,2,2.3 GHz,,,512KB,35.0,Socket 1155,Celeron Dual-Core,,,2013.0,2.0,,,2.3,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 3rd Generation Intel Processors
Celeron G1620,2,2,2.7 GHz,,,512KB,55.0,Socket 1155,Celeron Dual-Core,,,2013.0,2.0,,,2.7,2.0,Intel Smart Cache,,,Launched,Intel HD Graphics for 3rd Generation Intel Processors
Celeron G1620T,2,2,2.4 GHz,,,512KB,35.0,Socket 1155,Celeron Dual-Core,,,2013.0,2.0,,,2.4,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 3rd Generation Intel Processors
Celeron G1630,2,2,2.8 GHz,,,512KB,55.0,Socket 1155,Celeron Dual-Core,,,2013.0,2.0,,,2.8,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 3rd Generation Intel Processors
Celeron G1820,2,2,2.7 GHz,,,512KB,53.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.7,2.0,Intel Smart Cache,,,Launched,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1820T,2,2,2.4 GHz,,,512KB,35.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.4,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1820TE,2,2,2.2 GHz,,,512KB,35.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.2,2.0,Intel Smart Cache,,,Launched,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1830,2,2,2.8 GHz,,,512KB,53.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.8,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1840,2,2,2.8 GHz,,,512KB,53.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.8,2.0,,,,Discontinued,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1840T,2,2,2.5 GHz,,,512KB,35.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.5,2.0,,,,Discontinued,Intel HD Graphics for 4th Generation Intel Processors
Celeron G1850,2,2,2.9 GHz,,,512KB,53.0,Socket 1150,Celeron Dual-Core,,,2014.0,2.0,,,2.9,2.0,,,,Discontinued,Intel HD Graphics for 4th Generation Intel Processors
Celeron G3900,2,2,2.8 GHz,,,512KB,51.0,Socket 1151,Celeron Dual-Core,,,2015.0,2.0,,,2.8,2.0,Intel Smart Cache,,,Launched,Intel HD 510 Graphics
Celeron G3900T,2,2,2.6 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2015.0,2.0,,,2.6,2.0,Intel Smart Cache,,,Discontinued,Intel HD 510 Graphics
Celeron G3900TE,2,2,2.3 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2015.0,2.0,,,2.3,2.0,Intel Smart Cache,,,Launched,Intel HD 510 Graphics
Celeron G3920,2,2,2.9 GHz,,,512KB,51.0,Socket 1151,Celeron Dual-Core,,,2015.0,2.0,,,2.9,2.0,Intel Smart Cache,,,Discontinued,Intel HD 510 Graphics
Celeron G3930,2,2,2.9 GHz,,,512KB,51.0,Socket 1151,Celeron Dual-Core,,,2017.0,2.0,,,2.9,2.0,,,,Discontinued,Intel HD 610 Graphics
Celeron G3930E,2,2,2.9 GHz,,,512KB,54.0,Socket 1151,Celeron Dual-Core,,,2017.0,2.0,,,2.9,2.0,,,,Launched,Intel HD 610 Graphics
Celeron G3930T,2,2,2.7 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2017.0,2.0,,,2.7,2.0,,,,Discontinued,Intel HD 610 Graphics
Celeron G3930TE,2,2,2.7 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2017.0,2.0,,,2.7,2.0,,,,Launched,Intel HD 610 Graphics
Celeron G3950,2,2,3 GHz,,,512KB,51.0,Socket 1151,Celeron Dual-Core,,,2017.0,2.0,,,3.0,2.0,,,,Discontinued,Intel HD 610 Graphics
Celeron G440,1,1,1.6 GHz,,,256KB,35.0,Socket 1155,Celeron Dual-Core,,,,,,,,,,,,,
Celeron G460,1,2,1.8 GHz,,,256KB,35.0,Socket 1155,Celeron Dual-Core,,,2011.0,1.0,,,1.8,1.5,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G465,1,2,1.9 GHz,,,256KB,35.0,Socket 1155,Celeron Dual-Core,,,2012.0,1.0,,,1.9,1.5,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G470,1,2,2 GHz,,,256KB,35.0,Socket 1155,Celeron Dual-Core,,,2013.0,1.0,,,2.0,1.5,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G4900,2,2,3.1 GHz,,,512KB,54.0,Socket 1151,Celeron Dual-Core,,,2018.0,2.0,,,3.1,2.0,Intel Smart Cache,,,Launched,Intel UHD 610 Graphics
Celeron G4900T,2,2,2.9 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2018.0,2.0,,,2.9,2.0,Intel Smart Cache,,,Launched,Intel UHD 610 Graphics
Celeron G4920,2,2,3.2 GHz,,,512KB,54.0,Socket 1151,Celeron Dual-Core,,,2018.0,2.0,,,3.2,2.0,Intel Smart Cache,,,Discontinued,Intel UHD 610 Graphics
Celeron G4930,2,2,3.2 GHz,,,512KB,54.0,Socket 1151,Celeron Dual-Core,,,2019.0,2.0,,,3.2,2.0,Intel Smart Cache,,,Launched,Intel UHD 610 Graphics
Celeron G4930T,2,2,3 GHz,,,512KB,35.0,Socket 1151,Celeron Dual-Core,,,2018.0,2.0,,,3.0,2.0,Intel Smart Cache,,,Launched,Intel UHD 610 Graphics
Celeron G4950,2,2,3.3 GHz,,,512KB,54.0,Socket 1151,Celeron Dual-Core,,,2019.0,2.0,,,3.3,2.0,Intel Smart Cache,,,Launched,Intel UHD 610 Graphics
Celeron G530,2,2,2.4 GHz,,,512KB,65.0,Socket 1155,Celeron Dual-Core,,,2011.0,2.0,,,2.4,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G530T,2,2,2 GHz,,,512KB,35.0,Socket 1155,Celeron Dual-Core,,,2011.0,2.0,,,2.0,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G540,2,2,2.5 GHz,,,512KB,65.0,Socket 1155,Celeron Dual-Core,,,2011.0,2.0,,,2.5,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G540T,2,2,2.1 GHz,,,512KB,35.0,Socket 1155,Celeron Dual-Core,,,2012.0,2.0,,,2.1,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G550,2,2,2.6 GHz,,,512KB,65.0,Socket 1155,Celeron Dual-Core,,,2012.0,2.0,,,2.6,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G550T,2,2,2.2 GHz,,,512KB,35.0,Socket 1155,Celeron Dual-Core,,,2012.0,2.0,,,2.2,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron G555,2,2,2.7 GHz,,,512KB,65.0,Socket 1155,Celeron Dual-Core,,,2012.0,2.0,,,2.7,2.0,Intel Smart Cache,,,Discontinued,Intel HD Graphics for 2nd Generation Intel Processors
Celeron M RJ80535VC600512,1,1,600 MHz,,400.0,512KB,,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M RJ80535VC800512,1,1,800 MHz,,400.0,512KB,7.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 205,1,1,1.2 GHz,,400.0,512KB,21.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 310,1,1,1.2 GHz,,400.0,512KB,24.5,Socket mPGA478C,Celeron M,,,,1.0,,,1.2,0.5,L2 Cache,,,Discontinued,
Celeron M 310,1,1,1.2 GHz,,400.0,512KB,24.5,BGA479,Celeron M,,,,1.0,,,1.2,0.5,L2 Cache,,,Discontinued,
Celeron M 318,1,1,900 MHz,,400.0,512KB,7.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 320,1,1,1.3 GHz,,400.0,512KB,24.5,Socket mPGA478C,Celeron M,,,2003.0,1.0,,,1.3,0.5,L2 Cache,,,Discontinued,
Celeron M 320,1,1,1.3 GHz,,400.0,512KB,24.5,BGA479,Celeron M,,,2003.0,1.0,,,1.3,0.5,L2 Cache,,,Discontinued,
Celeron M 330,1,1,1.4 GHz,,400.0,512KB,24.5,Socket mPGA478C,Celeron M,,,,1.0,,,1.4,0.5,L2 Cache,,,Discontinued,
Celeron M 330,1,1,1.4 GHz,,400.0,512KB,24.5,BGA479,Celeron M,,,,1.0,,,1.4,0.5,L2 Cache,,,Discontinued,
Celeron M 340,1,1,1.5 GHz,,400.0,512KB,24.5,Socket mPGA478C,Celeron M,,,,1.0,,,1.5,0.5,L2 Cache,,,Discontinued,
Celeron M 340,1,1,1.5 GHz,,400.0,512KB,24.5,BGA479,Celeron M,,,,1.0,,,1.5,0.5,L2 Cache,,,Discontinued,
Celeron M 350 / 350J,1,1,1.3 GHz,,400.0,1MB,21.0,Socket mPGA478C,Celeron M,,,,,,,,,,,,,
Celeron M 350 / 350J,1,1,1.3 GHz,,400.0,1MB,21.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 353,1,1,900 MHz,,400.0,512KB,5.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 360 / 360J,1,1,1.4 GHz,,400.0,1MB,21.0,Socket mPGA478C,Celeron M,,,,,,,,,,,,,
Celeron M 360 / 360J,1,1,1.4 GHz,,400.0,1MB,21.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 370,1,1,1.5 GHz,,400.0,1MB,21.0,Socket mPGA478C,Celeron M,,,2004.0,1.0,,,1.5,1.0,L2 Cache,,,Discontinued,
Celeron M 370,1,1,1.5 GHz,,400.0,1MB,21.0,BGA479,Celeron M,,,2004.0,1.0,,,1.5,1.0,L2 Cache,,,Discontinued,
Celeron M 373,1,1,1 GHz,,400.0,512KB,5.5,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 383,1,1,1 GHz,,400.0,1MB,5.5,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 390,1,1,1.7 GHz,,400.0,1MB,21.0,BGA479,Celeron M,,,,1.0,,,1.7,1.0,L2 Cache,,,Discontinued,
Celeron M 410,1,1,1.467 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,,1.0,,,1.46,1.0,L2 Cache,,,Discontinued,
Celeron M 420,1,1,1.6 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,,1.0,,,1.6,1.0,L2 Cache,,,Discontinued,
Celeron M 423,1,1,1.067 GHz,,533.0,1MB,5.5,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M RH80535NC0171M,1,1,1.4 GHz,,400.0,1MB,,Socket mPGA478C,Celeron M,,,,,,,,,,,,,
Celeron M 380,1,1,1.6 GHz,,400.0,1MB,21.0,Socket mPGA478C,Celeron M,,,,1.0,,,1.6,1.0,L2 Cache,,,Discontinued,
Celeron M 380,1,1,1.6 GHz,,400.0,1MB,21.0,BGA479,Celeron M,,,,1.0,,,1.6,1.0,L2 Cache,,,Discontinued,
Celeron M 390,1,1,1.7 GHz,,400.0,1MB,27.0,Socket mPGA478C,Celeron M,,,,1.0,,,1.7,1.0,L2 Cache,,,Discontinued,
Celeron M 430,1,1,1.733 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,,1.0,,,1.73,1.0,L2 Cache,,,Discontinued,
Celeron M 440,1,1,1.867 GHz,,533.0,1MB,27.0,BGA479,Celeron M,,,2006.0,1.0,,,1.86,1.0,L2 Cache,,,Discontinued,
Celeron M 440,1,1,1.867 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,2006.0,1.0,,,1.86,1.0,L2 Cache,,,Discontinued,
Celeron M 440,1,1,1.867 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,2006.0,1.0,,,1.86,1.0,L2 Cache,,,Discontinued,
Celeron M 443,1,1,1.2 GHz,,533.0,1MB,5.5,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 450,1,1,2 GHz,,533.0,1MB,27.0,Socket M,Celeron M,,,,1.0,,,2.0,1.0,L2 Cache,,,Discontinued,
Celeron M 520,1,1,1.6 GHz,,533.0,1MB,26.0,Socket M,Celeron M,,,2007.0,1.0,,,1.6,1.0,L2 Cache,,,Discontinued,
Celeron M 523,1,1,933 MHz,,533.0,1MB,5.5,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 530,1,1,1.733 GHz,,533.0,1MB,26.0,Socket M,Celeron M,,,2006.0,1.0,,,1.73,1.0,L2 Cache,,,Discontinued,
Celeron M 530,1,1,1.733 GHz,,533.0,1MB,27.0,Socket P,Celeron M,,,2006.0,1.0,,,1.73,1.0,L2 Cache,,,Discontinued,
Celeron M 530,1,1,1.733 GHz,,533.0,1MB,31.0,BGA479,Celeron M,,,2006.0,1.0,,,1.73,1.0,L2 Cache,,,Discontinued,
Celeron M 540,1,1,1.867 GHz,,533.0,1MB,27.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 550,1,1,2 GHz,,533.0,1MB,27.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 550,1,1,2 GHz,,533.0,1MB,27.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 560,1,1,2.133 GHz,,533.0,1MB,27.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 570,1,1,2.267 GHz,,533.0,1MB,31.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 573,1,1,1 GHz,,533.0,512KB,10.0,BGA479,Celeron M,,,,,,,,,,,,,
Celeron M 575,1,1,2 GHz,,667.0,1MB,31.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 585,1,1,2.167 GHz,,667.0,1MB,31.0,Socket P,Celeron M,,,,,,,,,,,,,
Celeron M 722,1,1,1.2 GHz,,800.0,1MB,5.5,BGA956,Celeron M,,,,,,,,,,,,,
Celeron M 723,1,1,1.2 GHz,,800.0,1MB,10.0,BGA956,Celeron M,,,,,,,,,,,,,
Celeron M 743,1,1,1.3 GHz,,800.0,1MB,10.0,BGA956,Celeron M,,,,,,,,,,,,,
Celeron M RH80535NC0131M,1,1,1.3 GHz,,400.0,1MB,,Socket mPGA478C,Celeron M,,,,,,,,,,,,,
Celeron M 215,1,1,1.333 GHz,,533.0,512KB,27.0,BGA479,Celeron M,,,,1.0,,,1.33,0.5,L2 Cache,,,Discontinued,
Celeron M 763,1,1,1.4 GHz,,800.0,1MB,10.0,BGA956,Celeron M,,,,,,,,,,,,,
Core 2 Duo E4200,2,2,1.6 GHz,,800.0,2MB,,Socket 775,Core 2 Duo,,,,,,,,,,,,,
Core 2 Duo E4300,2,2,1.8 GHz,,800.0,2MB,65.0,Socket 775,Core 2 Duo,,,2006.0,2.0,2.0,,1.8,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E4400,2,2,2 GHz,,800.0,2MB,65.0,Socket 775,Core 2 Duo,,,2007.0,2.0,2.0,,2.0,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E4500,2,2,2.2 GHz,,800.0,2MB,65.0,Socket 775,Core 2 Duo,,,2007.0,2.0,2.0,,2.2,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E4600,2,2,2.4 GHz,,800.0,2MB,65.0,Socket 775,Core 2 Duo,,,2007.0,2.0,2.0,,2.4,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E4700,2,2,2.6 GHz,,800.0,2MB,65.0,Socket 775,Core 2 Duo,,,2008.0,2.0,2.0,,2.6,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E6300,2,2,1.867 GHz,,1066.0,2MB,65.0,Socket 775,Core 2 Duo,,,2006.0,2.0,2.0,,1.86,65.0,L2 Cache,2.0,65.0,Discontinued,
Core 2 Duo E6305,2,2,1.867 GHz,,1066.0,2MB,65.0,Socket 771,Core 2 Duo,,,,,,,,,,,,,
Core 2 Duo E6320,2,2,1.867 GHz,,1066.0,4MB,65.0,Socket 775,Core 2 Duo,,,2007.0,2.0,2.0,,1.86,65.0,L2 Cache,4.0,65.0,Discontinued,
